,ds,trend,cap,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,buddabirthday,buddabirthday_lower,buddabirthday_upper,childrendays,childrendays_lower,childrendays_upper,crismasday,crismasday_lower,crismasday_upper,holidays,holidays_lower,holidays_upper,independencemovementday,independencemovementday_lower,independencemovementday_upper,koreanday,koreanday_lower,koreanday_upper,liberationday,liberationday_lower,liberationday_upper,memorialday,memorialday_lower,memorialday_upper,nationalfoundationday,nationalfoundationday_lower,nationalfoundationday_upper,newyear,newyear_lower,newyear_upper,thanksgivingday,thanksgivingday_lower,thanksgivingday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,,
1976,2016-05-30,3742.933862,25000,-1835.969884,3353.865669,3742.933862,3742.933862,-2956.354954,-2956.354954,-2956.354954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,585.0519563,585.0519563,585.0519563,0,0,0,786.5789085,0,#DIV/0!
1977,2016-05-31,3744.234782,25000,1957.603965,7232.123869,3744.234782,3744.234782,954.3458375,954.3458375,954.3458375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,561.2279794,561.2279794,561.2279794,0,0,0,4698.580619,4378,92.67746415
1978,2016-06-01,3745.535701,25000,1340.166438,6839.368185,3745.535701,3745.535701,318.9777893,318.9777893,318.9777893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,533.3173319,533.3173319,533.3173319,0,0,0,4064.513491,2829,56.32684727
1979,2016-06-02,3746.836621,25000,1165.947734,6368.479626,3746.836621,3746.836621,55.12108072,55.12108072,55.12108072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,500.9752242,500.9752242,500.9752242,0,0,0,3801.957702,3040,74.93560192
1980,2016-06-03,3748.13754,25000,1406.746924,6850.943211,3748.13754,3748.13754,457.3130843,457.3130843,457.3130843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.62461929,-6.62461929,-6.62461929,463.9377036,463.9377036,463.9377036,0,0,0,4205.450625,4535,92.7332001
1981,2016-06-04,3749.43846,25000,4133.004549,9139.919608,3749.43846,3749.43846,2966.774284,2966.774284,2966.774284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,422.0343813,422.0343813,422.0343813,0,0,0,6716.212744,8163,82.27628009
1982,2016-06-05,3750.739379,25000,3020.769233,8105.002192,3750.739379,3750.739379,1645.566288,1645.566288,1645.566288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,375.1988337,375.1988337,375.1988337,0,0,0,5396.305668,9222,58.51556786
1983,2016-06-06,3752.040299,25000,704.3618845,5903.200082,3752.040299,3752.040299,-369.0130703,-369.0130703,-369.0130703,0,0,0,0,0,0,0,0,0,2848.917545,2848.917545,2848.917545,0,0,0,0,0,0,0,0,0,2848.917545,2848.917545,2848.917545,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,323.4762944,323.4762944,323.4762944,0,0,0,3383.027229,6519,51.89488002
1984,2016-06-07,3753.341218,25000,1734.927319,7039.58839,3753.341218,3753.341218,649.4855066,649.4855066,649.4855066,0,0,0,0,0,0,0,0,0,-10.66068436,-10.66068436,-10.66068436,0,0,0,0,0,0,0,0,0,-10.66068436,-10.66068436,-10.66068436,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,267.0283329,267.0283329,267.0283329,0,0,0,4402.826725,8058,54.63919986
1985,2016-06-08,3754.642138,25000,1064.62676,6294.151769,3754.642138,3754.642138,-8.205240643,-8.205240643,-8.205240643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,206.1343019,206.1343019,206.1343019,0,0,0,3746.436897,4234,88.48457481
1986,2016-06-09,3755.943057,25000,1061.790071,6104.468703,3755.943057,3755.943057,-304.6647148,-304.6647148,-304.6647148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,141.1894287,141.1894287,141.1894287,0,0,0,3451.278343,4121,83.74856449
1987,2016-06-10,3757.243977,25000,1102.515032,6569.943243,3757.243977,3757.243977,66.07491072,66.07491072,66.07491072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619285,-6.624619285,-6.624619285,72.69953001,72.69953001,72.69953001,0,0,0,3823.318888,4983,76.7272504
1988,2016-06-11,3758.544896,25000,3647.582504,9039.3727,3758.544896,3758.544896,2546.012331,2546.012331,2546.012331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,1.272428227,1.272428227,1.272428227,0,0,0,6304.557227,5932,93.71953426
1989,2016-06-12,3759.845816,25000,2422.573271,7633.127231,3759.845816,3759.845816,1197.973706,1197.973706,1197.973706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-72.39374818,-72.39374818,-72.39374818,0,0,0,4957.819522,6071,81.66396841
1990,2016-06-13,3761.146735,25000,-2545.588147,2586.44281,3761.146735,3761.146735,-3688.932011,-3688.932011,-3688.932011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-147.5251013,-147.5251013,-147.5251013,0,0,0,72.21472407,0,#DIV/0!
1991,2016-06-14,3762.447655,25000,1410.201147,6572.796401,3762.447655,3762.447655,169.8288911,169.8288911,169.8288911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-223.2889669,-223.2889669,-223.2889669,0,0,0,3932.276546,5078,77.43750583
1992,2016-06-15,3763.748574,25000,718.7106937,5823.943093,3763.748574,3763.748574,-513.1524775,-513.1524775,-513.1524775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-298.812935,-298.812935,-298.812935,0,0,0,3250.596097,2711,80.09604954
1993,2016-06-16,3765.049494,25000,367.1499592,5498.095807,3765.049494,3765.049494,-819.0595101,-819.0595101,-819.0595101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-373.2053666,-373.2053666,-373.2053666,0,0,0,2945.989984,5056,58.26720696
1994,2016-06-17,3766.350414,25000,899.3909709,5963.761718,3766.350414,3766.350414,-452.2014577,-452.2014577,-452.2014577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619281,-6.624619281,-6.624619281,-445.5768384,-445.5768384,-445.5768384,0,0,0,3314.148956,4906,67.55297505
1995,2016-06-18,3767.651333,25000,3352.300096,8440.295871,3767.651333,3767.651333,2029.677999,2029.677999,2029.677999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-515.0619041,-515.0619041,-515.0619041,0,0,0,5797.329332,7703,75.26066898
1996,2016-06-19,3768.952253,25000,1946.350472,7113.365403,3768.952253,3768.952253,689.5269071,689.5269071,689.5269071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-580.8405476,-580.8405476,-580.8405476,0,0,0,4458.47916,5396,82.62563306
1997,2016-06-20,3770.253172,25000,-3034.946715,2273.326314,3770.253172,3770.253172,-4183.565611,-4183.565611,-4183.565611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-642.1587005,-642.1587005,-642.1587005,0,0,0,-413.3124386,0,#DIV/0!
1998,2016-06-21,3771.554092,25000,612.9510802,6105.239507,3771.554092,3771.554092,-305.2293587,-305.2293587,-305.2293587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-698.3472167,-698.3472167,-698.3472167,0,0,0,3466.324733,7194,48.18355203
1999,2016-06-22,3772.855011,25000,91.33349419,5441.426976,3772.855011,3772.855011,-963.1782775,-963.1782775,-963.1782775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-748.838735,-748.838735,-748.838735,0,0,0,2809.676734,2671,94.80805939
2000,2016-06-23,3774.155931,25000,120.8479178,5113.348087,3774.155931,3774.155931,-1239.036057,-1239.036057,-1239.036057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-793.1819138,-793.1819138,-793.1819138,0,0,0,2535.119873,4006,63.28307222
2001,2016-06-24,3775.45685,25000,313.5910735,5430.62236,3775.45685,3775.45685,-837.6772176,-837.6772176,-837.6772176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619291,-6.624619291,-6.624619291,-831.0525983,-831.0525983,-831.0525983,0,0,0,2937.779632,3490,84.17706683
2002,2016-06-25,3776.75777,25000,2789.831171,8052.947302,3776.75777,3776.75777,1682.478342,1682.478342,1682.478342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-862.2615607,-862.2615607,-862.2615607,0,0,0,5459.236112,8399,64.99864402
2003,2016-06-26,3778.058689,25000,1651.861761,6540.56842,3778.058689,3778.058689,383.6088987,383.6088987,383.6088987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-886.7585559,-886.7585559,-886.7585559,0,0,0,4161.667588,5859,71.03033944
2004,2016-06-27,3779.359609,25000,-3315.389298,1915.486806,3779.359609,3779.359609,-4446.039451,-4446.039451,-4446.039451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-904.6325405,-904.6325405,-904.6325405,0,0,0,-666.679842,0,#DIV/0!
2005,2016-06-28,3780.660528,25000,557.2757609,5664.1322,3780.660528,3780.660528,-522.9901564,-522.9901564,-522.9901564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-916.1080144,-916.1080144,-916.1080144,0,0,0,3257.670372,6284,51.84071247
2006,2016-06-29,3781.961448,25000,177.2110126,5217.867535,3781.961448,3781.961448,-1135.877104,-1135.877104,-1135.877104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-921.5375612,-921.5375612,-921.5375612,0,0,0,2646.084344,8914,29.6845899
2007,2016-06-30,3783.262367,25000,-157.8379496,4986.814601,3783.262367,3783.262367,-1367.244919,-1367.244919,-1367.244919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-921.3907753,-921.3907753,-921.3907753,0,0,0,2416.017448,4325,55.86167511
2008,2016-07-01,3784.563287,25000,208.0537618,5495.992609,3784.563287,3784.563287,-922.8644943,-922.8644943,-922.8644943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619287,-6.624619287,-6.624619287,-916.239875,-916.239875,-916.239875,0,0,0,2861.698792,2546,87.60020454
2009,2016-07-02,3785.864206,25000,2820.302632,8120.164132,3785.864206,3785.864206,1637.9975,1637.9975,1637.9975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-906.7424025,-906.7424025,-906.7424025,0,0,0,5423.861706,6988,77.61679603
2010,2016-07-03,3787.165126,25000,1568.438581,6787.700441,3787.165126,3787.165126,376.7459534,376.7459534,376.7459534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-893.6215013,-893.6215013,-893.6215013,0,0,0,4163.911079,5564,74.83664772
2011,2016-07-04,3788.466045,25000,-3270.629645,1884.794046,3788.466045,3788.466045,-4419.05125,-4419.05125,-4419.05125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-877.6443401,-877.6443401,-877.6443401,0,0,0,-630.5852051,0,#DIV/0!
2012,2016-07-05,3789.766965,25000,859.2824134,5855.548316,3789.766965,3789.766965,-466.481455,-466.481455,-466.481455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-859.599313,-859.599313,-859.599313,0,0,0,3323.28551,3387,98.11885178
2013,2016-07-06,3791.067884,25000,236.7168216,5543.641931,3791.067884,3791.067884,-1054.612229,-1054.612229,-1054.612229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-840.2726864,-840.2726864,-840.2726864,0,0,0,2736.455655,3961,69.08496984
2014,2016-07-07,3792.368804,25000,13.84163181,5206.650162,3792.368804,3792.368804,-1266.279534,-1266.279534,-1266.279534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-820.4253901,-820.4253901,-820.4253901,0,0,0,2526.08927,3888,64.97143184
2015,2016-07-08,3793.669723,25000,569.2563561,5618.672068,3793.669723,3793.669723,-807.3952662,-807.3952662,-807.3952662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619283,-6.624619283,-6.624619283,-800.7706469,-800.7706469,-800.7706469,0,0,0,2986.274457,4597,64.96137605
2016,2016-07-09,3794.970643,25000,2909.557367,8124.932203,3794.970643,3794.970643,1762.786782,1762.786782,1762.786782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-781.9531211,-781.9531211,-781.9531211,0,0,0,5557.757424,6499,85.51711685
2017,2016-07-10,3796.271562,25000,1941.175978,6916.861769,3796.271562,3796.271562,505.8372308,505.8372308,505.8372308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-764.5302239,-764.5302239,-764.5302239,0,0,0,4302.108793,4699,91.55370915
2018,2016-07-11,3797.572482,25000,-3134.759735,2157.894528,3797.572482,3797.572482,-4290.363066,-4290.363066,-4290.363066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-748.9561558,-748.9561558,-748.9561558,0,0,0,-492.7905842,0,#DIV/0!
2019,2016-07-12,3798.873401,25000,998.287664,6099.908984,3798.873401,3798.873401,-342.4513316,-342.4513316,-342.4513316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-735.5691896,-735.5691896,-735.5691896,0,0,0,3456.42207,5920,58.38550793
2020,2016-07-13,3800.174321,25000,290.2140482,5623.169273,3800.174321,3800.174321,-938.9221454,-938.9221454,-938.9221454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-724.5826028,-724.5826028,-724.5826028,0,0,0,2861.252175,3927,72.86101796
2021,2016-07-14,3801.47524,25000,-31.58059003,5219.759651,3801.47524,3801.47524,-1161.933707,-1161.933707,-1161.933707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-716.0795639,-716.0795639,-716.0795639,0,0,0,2639.541533,3702,71.30041958
2022,2016-07-15,3802.77616,25000,533.3968819,5784.286751,3802.77616,3802.77616,-716.6367779,-716.6367779,-716.6367779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619279,-6.624619279,-6.624619279,-710.0121587,-710.0121587,-710.0121587,0,0,0,3086.139382,4621,66.78509807
2023,2016-07-16,3804.077079,25000,3033.37327,8400.376664,3804.077079,3804.077079,1838.535283,1838.535283,1838.535283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-706.2046199,-706.2046199,-706.2046199,0,0,0,5642.612362,4346,70.16538513
2024,2016-07-17,3805.377999,25000,1619.785351,6940.209728,3805.377999,3805.377999,566.0067581,566.0067581,566.0067581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-704.3606966,-704.3606966,-704.3606966,0,0,0,4371.384757,5344,81.79986446
2025,2016-07-18,3806.678918,25000,-3008.712301,2101.303227,3806.678918,3806.678918,-4245.481883,-4245.481883,-4245.481883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-704.0749727,-704.0749727,-704.0749727,0,0,0,-438.8029645,0,#DIV/0!
2026,2016-07-19,3807.979838,25000,925.4725335,6017.446231,3807.979838,3807.979838,-311.7299633,-311.7299633,-311.7299633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-704.8478214,-704.8478214,-704.8478214,0,0,0,3496.249875,5829,59.98026891
2027,2016-07-20,3809.280757,25000,433.0513363,5547.800508,3809.280757,3809.280757,-920.4431134,-920.4431134,-920.4431134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-706.1035709,-706.1035709,-706.1035709,0,0,0,2888.837644,3225,89.57636105
2028,2016-07-21,3810.581677,25000,154.8667059,5350.951706,3810.581677,3810.581677,-1153.065493,-1153.065493,-1153.065493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-707.2113491,-707.2113491,-707.2113491,0,0,0,2657.516184,3701,71.80535489
2029,2016-07-22,3811.882596,25000,538.1953835,5590.715539,3811.882596,3811.882596,-714.1326107,-714.1326107,-714.1326107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619289,-6.624619289,-6.624619289,-707.5079914,-707.5079914,-707.5079914,0,0,0,3097.749986,3390,91.37905562
2030,2016-07-23,3813.183516,25000,2970.727284,8202.696096,3813.183516,3813.183516,1838.41758,1838.41758,1838.41758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-706.3223232,-706.3223232,-706.3223232,0,0,0,5651.601095,5583,98.7712503
2031,2016-07-24,3814.484435,25000,1732.947497,6947.058073,3814.484435,3814.484435,567.3673785,567.3673785,567.3673785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-703.0000761,-703.0000761,-703.0000761,0,0,0,4381.851814,4892,89.57178688
2032,2016-07-25,3815.785355,25000,-3189.949315,2041.390764,3815.785355,3815.785355,-4238.335582,-4238.335582,-4238.335582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-696.9286723,-696.9286723,-696.9286723,0,0,0,-422.5502276,0,#DIV/0!
2033,2016-07-26,3817.086274,25000,849.6121472,6087.159809,3817.086274,3817.086274,-294.4432406,-294.4432406,-294.4432406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-687.5610987,-687.5610987,-687.5610987,0,0,0,3522.643034,7077,49.77593661
2034,2016-07-27,3818.387194,25000,234.044579,5558.542164,3818.387194,3818.387194,-888.7776566,-888.7776566,-888.7776566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-674.4381141,-674.4381141,-674.4381141,0,0,0,2929.609537,7412,39.52522311
2035,2016-07-28,3819.688113,25000,133.8702238,5397.519963,3819.688113,3819.688113,-1103.062213,-1103.062213,-1103.062213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-657.2080698,-657.2080698,-657.2080698,0,0,0,2716.6259,6011,45.19424222
2036,2016-07-29,3820.989033,25000,594.5161761,5896.56758,3820.989033,3820.989033,-642.2683034,-642.2683034,-642.2683034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619277,-6.624619277,-6.624619277,-635.6436841,-635.6436841,-635.6436841,0,0,0,3178.72073,4034,78.79823326
2037,2016-07-30,3822.289952,25000,3003.380443,8424.790389,3822.289952,3822.289952,1935.084707,1935.084707,1935.084707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-609.6551961,-609.6551961,-609.6551961,0,0,0,5757.374659,6632,86.81204251
2038,2016-07-31,3823.590872,25000,1591.417903,7194.288799,3823.590872,3823.590872,691.0680329,691.0680329,691.0680329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-579.2994218,-579.2994218,-579.2994218,0,0,0,4514.658905,5905,76.45485021
2039,2016-08-01,3824.891791,25000,-3113.666407,2390.276042,3824.891791,3824.891791,-4086.191262,-4086.191262,-4086.191262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-544.7843521,-544.7843521,-544.7843521,0,0,0,-261.2994708,0,#DIV/0!
2040,2016-08-02,3826.192711,25000,1308.581036,6441.377891,3826.192711,3826.192711,-113.3512023,-113.3512023,-113.3512023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-506.4690604,-506.4690604,-506.4690604,0,0,0,3712.841509,7684,48.31912427
2041,2016-08-03,3827.493631,25000,535.6914806,5777.577325,3827.493631,3827.493631,-679.1983657,-679.1983657,-679.1983657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-464.8588232,-464.8588232,-464.8588232,0,0,0,3148.295265,5504,57.20013199
2042,2016-08-04,3828.79455,25000,552.4900705,5536.823439,3828.79455,3828.79455,-866.4496446,-866.4496446,-866.4496446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-420.5955011,-420.5955011,-420.5955011,0,0,0,2962.344905,4488,66.00590253
2043,2016-08-05,3830.09547,25000,905.337581,6038.791782,3830.09547,3830.09547,-381.0679844,-381.0679844,-381.0679844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619281,-6.624619281,-6.624619281,-374.4433651,-374.4433651,-374.4433651,0,0,0,3449.027485,3786,91.09951097
2044,2016-08-06,3831.396389,25000,3433.295534,8477.801563,3831.396389,3831.396389,2217.469205,2217.469205,2217.469205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-327.2706974,-327.2706974,-327.2706974,0,0,0,6048.865594,5570,91.40277209
2045,2016-08-07,3832.697309,25000,2172.417978,7305.405328,3832.697309,3832.697309,990.3398329,990.3398329,990.3398329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-280.0276217,-280.0276217,-280.0276217,0,0,0,4823.037141,4718,97.77369348
2046,2016-08-08,3833.998228,25000,-2494.235765,2488.21026,3833.998228,3833.998228,-3775.127652,-3775.127652,-3775.127652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-233.7207415,-233.7207415,-233.7207415,0,0,0,58.87057638,0,#DIV/0!
