,ds,trend,cap,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,buddabirthday,buddabirthday_lower,buddabirthday_upper,childrendays,childrendays_lower,childrendays_upper,crismasday,crismasday_lower,crismasday_upper,holidays,holidays_lower,holidays_upper,independencemovementday,independencemovementday_lower,independencemovementday_upper,koreanday,koreanday_lower,koreanday_upper,liberationday,liberationday_lower,liberationday_upper,memorialday,memorialday_lower,memorialday_upper,nationalfoundationday,nationalfoundationday_lower,nationalfoundationday_upper,newyear,newyear_lower,newyear_upper,thanksgivingday,thanksgivingday_lower,thanksgivingday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
33,2018-02-03,187.4321534,1100,45.22158027,331.0749538,187.4321534,187.4321534,3.047482375,3.047482375,3.047482375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.71338412,74.71338412,74.71338412,-71.66590175,-71.66590175,-71.66590175,0,0,0,190.4796358
34,2018-02-04,187.410593,1100,78.57916295,356.4350639,187.410593,187.410593,27.16845741,27.16845741,27.16845741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.09196002,98.09196002,98.09196002,-70.92350262,-70.92350262,-70.92350262,0,0,0,214.5790504
35,2018-02-05,187.3890325,1100,-234.8630989,56.36407649,187.3890325,187.3890325,-271.124833,-271.124833,-271.124833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-201.2922906,-201.2922906,-201.2922906,-69.83254242,-69.83254242,-69.83254242,0,0,0,0
36,2018-02-06,187.367472,1100,-31.0836687,258.5608813,187.367472,187.367472,-71.32118621,-71.32118621,-71.32118621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.916156857,-2.916156857,-2.916156857,-68.40502935,-68.40502935,-68.40502935,0,0,0,116.0462858
37,2018-02-07,187.3459116,1100,12.1598382,292.3019303,187.3459116,187.3459116,-31.26549129,-31.26549129,-31.26549129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.39516318,35.39516318,35.39516318,-66.66065447,-66.66065447,-66.66065447,0,0,0,156.0804203
38,2018-02-08,187.3243511,1100,-14.96708097,253.0871402,187.3243511,187.3243511,-65.68524847,-65.68524847,-65.68524847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.059528241,-1.059528241,-1.059528241,-64.62572023,-64.62572023,-64.62572023,0,0,0,121.6391026
39,2018-02-09,187.3027906,1100,-24.90359401,262.8819415,187.3027906,187.3027906,-65.26441091,-65.26441091,-65.26441091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.932531609,-2.932531609,-2.932531609,-62.3318793,-62.3318793,-62.3318793,0,0,0,122.0383797
40,2018-02-10,187.2812302,1100,58.7485097,337.4428515,187.2812302,187.2812302,14.89865463,14.89865463,14.89865463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.71338412,74.71338412,74.71338412,-59.8147295,-59.8147295,-59.8147295,0,0,0,202.1798848
41,2018-02-11,187.2596697,1100,74.34419342,365.481823,187.2596697,187.2596697,40.97964572,40.97964572,40.97964572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.09196002,98.09196002,98.09196002,-57.1123143,-57.1123143,-57.1123143,0,0,0,228.2393154
42,2018-02-12,187.2381092,1100,-204.0905882,65.51457962,187.2381092,187.2381092,-255.5558718,-255.5558718,-255.5558718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-201.2922906,-201.2922906,-201.2922906,-54.26358122,-54.26358122,-54.26358122,0,0,0,0
43,2018-02-13,187.2165488,1100,-7.875159793,267.7889171,187.2165488,187.2165488,-54.22300783,-54.22300783,-54.22300783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.916156857,-2.916156857,-2.916156857,-51.30685097,-51.30685097,-51.30685097,0,0,0,132.993541
44,2018-02-14,187.1949883,1100,37.88813351,316.3747393,187.1949883,187.1949883,-12.8831864,-12.8831864,-12.8831864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.39516318,35.39516318,35.39516318,-48.27834958,-48.27834958,-48.27834958,0,0,0,174.3118019
45,2018-02-15,187.1734279,1100,252.2498294,518.2172563,187.1734279,187.1734279,203.4361602,203.4361602,203.4361602,0,0,0,0,0,0,0,0,0,249.7065414,249.7065414,249.7065414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.7065414,249.7065414,249.7065414,0,0,0,-1.059528241,-1.059528241,-1.059528241,-45.21085296,-45.21085296,-45.21085296,0,0,0,390.6095881
46,2018-02-16,187.1518674,1100,420.3010271,706.0513595,187.1518674,187.1518674,380.295316,380.295316,380.295316,0,0,0,0,0,0,0,0,0,425.360337,425.360337,425.360337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.360337,425.360337,425.360337,0,0,0,-2.932531609,-2.932531609,-2.932531609,-42.13248935,-42.13248935,-42.13248935,0,0,0,567.4471834
47,2018-02-17,187.1303069,1100,510.4463557,778.0294389,187.1303069,187.1303069,461.0079816,461.0079816,461.0079816,0,0,0,0,0,0,0,0,0,425.360337,425.360337,425.360337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.360337,425.360337,425.360337,0,0,0,74.71338412,74.71338412,74.71338412,-39.06573954,-39.06573954,-39.06573954,0,0,0,648.1382885
48,2018-02-18,187.1087465,1100,279.5824168,561.6130328,187.1087465,187.1087465,237.7190879,237.7190879,237.7190879,0,0,0,0,0,0,0,0,0,175.6537956,175.6537956,175.6537956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.6537956,175.6537956,175.6537956,0,0,0,98.09196002,98.09196002,98.09196002,-36.02666768,-36.02666768,-36.02666768,0,0,0,424.8278344
