year,avgTemp,minTemp,maxTemp,corona,result
20190702,24,21,30,0,7573
20190703,24,21,27,0,3561
20190704,25,20,33,0,2386
20190705,28,20,35,0,6860
20190706,30,25,36,0,3896
20190707,27,23,33,0,4085
20190708,25,21,31,0,1298
20190709,25,20,30,0,4727
20190710,23,19,27,0,4570
20190711,22,20,26,0,6186
20190712,24,20,29,0,4428
20190713,25,22,30,0,3571
20190714,26,21,32,0,6693
20190715,24,22,27,0,2349
20190716,25,21,29,0,5444
20190717,26,22,29,0,6857
20190718,27,23,32,0,4818
20190719,29,23,35,0,4338
20190720,28,25,32,0,2451
20190721,25,24,27,0,3012
20190722,27,24,31,0,4976
20190723,28,24,33,0,8053
20190724,27,25,27,0,5664
20190725,26,26,27,0,4358
20190726,25,24,26,0,3771
20190727,28,25,33,0,4181
20190728,26,25,28,0,6607
20190729,28,26,30,0,8948
20190730,28,26,31,0,8072
20190731,26,24,28,0,3980
20190801,26,24,30,0,12471
20190802,28,25,33,0,3912
20190803,29,26,36,0,4378
20190804,28,25,34,0,10263
20190805,31,26,36,0,8468
20190806,32,28,37,0,5377
20190807,27,24,30,0,4201
20190808,29,26,33,0,4788
20190809,30,26,35,0,5212
20190810,32,27,37,0,12045
20190811,30,26,36,0,8745
20190812,27,25,29,0,5707
20190813,29,25,35,0,1772
20190814,30,26,36,0,3038
20190815,26,24,29,0,1500
20190816,26,23,30,0,9000
20190817,26,23,29,0,1917
20190818,26,23,31,0,1836
20190819,26,21,31,0,1701
20190820,28,23,33,0,1982
20190821,27,24,30,0,3059
20190822,27,23,31,0,6388
20190823,26,23,31,0,2561
20190824,24,22,27,0,2825
20190825,25,20,30,0,5731
20190826,26,22,32,0,1859
20190827,26,22,29,0,2666
20190828,26,24,30,0,3735
20190829,23,20,26,0,886
20190830,23,20,27,0,996
20190831,24,19,29,0,1229
20190901,24,19,28,0,683
20190902,24,19,30,0,704
20190903,24,22,28,0,1630
20190904,23,21,26,0,1712
20190905,23,22,28,0,898
20190906,25,22,29,0,918
20190907,26,23,30,0,806
20190908,25,23,27,0,1298
20190909,25,22,28,0,2680
20190910,24,22,27,0,2169
20190911,24,20,29,0,1210
20190912,21,19,23,0,1110
20190913,23,18,29,0,1256
20190914,22,21,24,0,966
20190915,24,20,30,0,1370
20190916,25,21,31,0,1984
20190917,24,18,29,0,1537
20190918,21,16,25,0,5485
20190919,20,14,26,0,1150
20190920,20,16,24,0,1072
20190921,20,18,22,0,2217
20190922,19,17,20,0,1723
20190923,20,17,25,0,774
20190924,20,14,27,0,3630
20190925,21,15,27,0,2162
20190926,23,18,29,0,2209
20190927,23,20,27,0,3280
20190928,24,19,29,0,2827
20190929,23,18,29,0,1279
20190930,22,16,30,0,1312
20191001,23,18,28,0,1685
20191002,22,20,24,0,1629
20191003,22,20,27,0,2935
20191004,22,18,28,0,2885
20191005,19,15,22,0,3105
20191006,18,13,23,0,1561
20191007,15,13,18,0,1578
20191008,15,11,20,0,1600
20191009,14,8,20,0,2925
20191010,15,11,20,0,2451
20191011,19,13,26,0,3011
20191012,18,13,23,0,1020
20191013,17,12,24,0,986
20191014,14,10,20,0,6702
20191015,15,9,20,0,16211
20191016,15,9,21,0,19123
20191017,15,11,22,0,5147
20191018,17,12,23,0,2344
20191019,17,12,23,0,2845
20191020,17,12,23,0,1347
20191021,17,11,25,0,1346
20191022,18,13,24,0,1915
20191023,17,14,21,0,1635
20191024,18,15,24,0,1764
20191025,17,13,22,0,832
20191026,10,7,15,0,844
20191027,11,5,17,0,959
20191028,13,7,18,0,1559
20191029,13,8,18,0,1777
20191030,11,5,18,0,2264
20191031,15,8,20,0,458
20191101,15,11,21,0,1096
20191102,14,8,19,0,1491
20191103,15,9,22,0,1771
20191104,14,9,20,0,1643
20191105,12,8,18,0,1710
20191106,11,6,17,0,956
20191107,9,5,14,0,1089
20191108,7,1,13,0,823
20191109,10,4,17,0,895
20191110,10,6,15,0,1349
20191111,11,8,15,0,651
20191112,9,5,15,0,1528
20191113,7,3,11,0,718
20191114,1,-3,5,0,219
20191115,6,1,8,0,862
20191116,7,4,13,0,457
20191117,8,6,11,0,621
20191118,5,0,13,0,276
20191119,0,-4,4,0,367
20191120,1,-5,6,0,409
20191121,4,-2,9,0,884
20191122,10,3,17,0,1393
20191123,12,8,18,0,177
20191124,10,5,16,0,623
20191125,2,-1,6,0,541
20191126,7,1,14,0,431
20191127,3,0,7,0,1025
20191128,4,-1,10,0,949
20191129,2,-3,7,0,400
20191130,4,-1,9,0,811
20191201,5,2,6,0,195
20191202,0,-3,3,0,883
20191203,1,-5,4,0,2198
20191204,2,-2,7,0,2564
20191205,-4,-9,0,0,1556
20191206,-6,-11,-1,0,3253
20191207,-2,-6,1,0,837
20191208,-1,-6,5,0,1298
20191209,3,-1,8,0,3039
20191210,8,6,11,0,3513
20191211,6,0,10,0,1875
20191212,-1,-4,3,0,1312
20191213,2,-4,6,0,1572
20191214,3,0,6,0,1648
20191215,5,0,11,0,3167
20191216,8,2,13,0,2717
20191217,8,3,10,0,1137
20191218,1,-2,5,0,1090
20191219,-1,-5,3,0,1203
20191220,-1,-4,2,0,1156
20191221,-1,-5,2,0,2277
20191222,4,0,8,0,1888
20191223,3,0,5,0,1421
20191224,1,-3,7,0,2704
20191225,2,-3,7,0,987
20191226,2,-2,4,0,425
20191227,-2,-5,3,0,3549
20191228,1,-4,6,0,1344
20191229,4,1,6,0,766
20191230,3,-6,7,0,339
20191231,-8,-11,-5,0,814
20200101,-2,-7,0,0,1024
20200102,1,-1,4,0,2814
20200103,0,-3,5,0,3491
20200104,1,-3,6,0,1525
20200105,1,-3,7,0,3725
20200106,3,1,5,0,5254
20200107,6,4,8,0,4508
20200108,2,0,9,0,4369
20200109,-1,-3,2,0,3406
20200110,-1,-4,4,0,5170
20200111,0,-3,4,0,1174
20200112,-1,-4,3,0,1127
20200113,-3,-5,0,0,1101
20200114,-2,-6,3,0,851
20200115,-3,-6,2,0,2508
20200116,-2,-6,3,0,1228
20200117,-1,-5,5,0,1185
20200118,0,-4,6,0,874
20200119,2,0,5,0,317
20200120,1,-3,6,0,2320
20200121,0,-6,6,0,2415
20200122,3,0,8,0,590
20200123,5,0,10,0,1285
20200124,3,-1,7,1,1092
20200125,4,1,9,0,1242
20200126,6,0,12,0,3282
20200127,6,5,8,0,2411
20200128,7,4,10,0,1037
20200129,6,3,10,0,3288
20200130,5,1,10,3,1075
20200131,4,1,9,3,1085
20200201,3,-1,8,0,1825
20200202,2,-2,5,0,1485
20200204,-2,-6,4,0,1457
20200205,-8,-11,-5,2,710
20200206,-6,-12,0,1,564
20200207,-2,-7,2,0,621
20200208,0,-2,4,0,1258
20200209,-1,-6,4,0,1374
20200211,7,-1,15,0,2023
20200212,7,7,8,0,250
20200213,7,5,9,0,955
20200214,8,3,15,0,1431
20200215,10,6,16,0,1771
20200216,-1,-4,8,1,1414
20200218,-4,-8,1,0,1494
20200219,1,-4,6,1,863
20200220,5,-1,11,1,1048
20200221,7,2,11,7,625
20200222,4,0,8,3,716
20200223,3,-3,8,1,1034
20200225,7,5,9,9,493
20200226,6,3,10,19,1984
20200227,6,1,13,6,704
20200228,5,4,6,12,177
20200229,8,5,13,9,861
20200301,6,3,10,6,499
20200303,5,0,11,1,595
20200304,2,-1,5,4,314
20200305,1,-3,6,2,460
20200306,4,-3,10,1,530
20200307,7,1,14,8,1051
20200308,9,2,17,6,1679
20200310,6,3,11,26,225
20200311,4,0,8,45,822
20200312,7,0,13,14,707
20200313,5,0,9,12,588
20200314,4,-3,9,9,1352
20200315,4,0,9,8,1222
20200317,7,3,12,13,552
20200318,10,3,17,3,1124
20200319,9,6,12,12,252
20200320,9,3,14,17,1195
20200321,13,8,20,15,2738
20200322,11,6,17,10,3207
20200324,11,5,18,4,2140
20200325,13,6,19,3,6156
20200326,15,8,21,13,1115
20200327,12,7,16,12,1746
20200328,8,5,13,17,3748
20200329,9,1,16,24,4293
20200331,12,5,19,28,2468
20200401,11,6,17,24,1744
20200402,9,3,16,16,2168
20200403,10,5,16,19,2105
20200404,9,5,13,20,3885
20200405,7,2,14,25,3351
20200407,11,6,17,8,1522
20200408,9,5,14,10,1454
20200409,9,4,15,9,1606
20200410,11,6,17,5,1502
20200411,10,6,16,3,2848
20200412,10,4,16,2,2327
20200414,13,8,20,3,1850
20200415,13,7,20,6,3313
20200416,16,9,24,0,1292
20200417,13,10,15,2,530
20200418,14,9,20,2,4336
20200419,12,10,16,1,1662
20200421,7,5,10,2,1042
20200422,6,4,8,2,435
20200423,8,3,13,0,1076
20200424,10,4,14,0,1392
20200425,13,10,17,1,3455
20200426,12,7,19,0,4344
20200428,14,8,20,4,2019
20200429,15,9,21,0,6848
20200430,17,9,23,0,6512
20200501,20,16,26,1,5480
20200502,20,18,24,1,5454
20200503,22,17,27,2,4240
20200505,16,13,19,0,6808
20200506,19,11,28,0,1532
20200507,21,15,27,0,1509
20200508,20,14,27,0,1435
20200509,14,13,17,11,1025
20200510,14,13,17,11,3205
20200512,14,11,19,21,1656
20200513,16,10,22,13,1568
20200514,19,12,25,5,1189
20200515,16,14,20,6,393
20200516,17,15,20,11,2790
20200517,19,15,25,6,3029
20200519,13,10,17,1,791
20200520,14,9,20,14,1732
20200521,17,11,23,3,1453
20200522,19,15,23,3,1632
20200523,20,17,25,3,4065
20200524,17,14,20,6,3054
20200526,16,13,23,16,1376
20200527,17,12,24,15,5912
20200528,19,14,23,21,1399
20200529,21,15,28,16,1382
20200530,22.6,16.5,30,9,4934.424588
20200531,21.2,17.6,28,6,3852.666988
20200601,19.7,16.6,24.5,2,1086.626086
20200602,17.9,14.8,21.8,15,3291.968954
20200603,22,17.6,28.4,18,2763.448921
20200604,21.9,19.7,26.5,20,1904.152438
20200605,23,18.4,28.7,13,2571.276548
20200606,24.6,19.2,30.9,23,5405.538064
20200607,22.7,19.2,29.2,27,2461.783917
20200608,25,19.8,32,18,435.3321571
20200609,26.7,20.3,32.8,22,2770.443515
20200610,25.8,22.5,32.1,10,2026.118867
20200611,26.1,21.7,31.6,19,1201.167678
20200612,24.7,21.6,27.6,26,1965.380448
20200613,26.9,20.6,33.5,29,3862.887847
20200614,24,20.1,28.8,12,2515.273892
20200616,24.4,20,30.7,7,2217.814019
20200617,24.3,20.2,30.3,12,1410.536606
20200618,23.4,20.3,27.3,13,412.4591469
20200619,24.7,21.1,30,25,1269.708127
20200620,24.9,20.7,29.7,18,3055.803086
