year,avgTemp,minTemp,maxTemp,corona,result
20190704,25,20,33,0,97
20190705,28,20,35,0,62
20190706,30,25,36,0,79
20190707,27,23,33,0,96
20190709,25,20,30,0,72
20190710,23,19,27,0,59
20190711,22,20,26,0,45
20190712,24,20,29,0,86
20190713,25,22,30,0,120
20190714,26,21,32,0,147
20190716,25,21,29,0,56
20190717,26,22,29,0,102
20190718,27,23,32,0,69
20190719,29,23,35,0,45
20190720,28,25,32,0,54
20190721,25,24,27,0,67
20190723,28,24,33,0,63
20190724,27,25,27,0,41
20190725,26,26,27,0,46
20190726,25,24,26,0,18
20190727,28,25,33,0,56
20190728,26,25,28,0,36
20190730,28,26,31,0,74
20190731,26,24,28,0,27
20190801,26,24,30,0,72
20190802,28,25,33,0,50
20190803,29,26,36,0,48
20190804,28,25,34,0,42
20190806,32,28,37,0,34
20190807,27,24,30,0,36
20190808,29,26,33,0,42
20190809,30,26,35,0,33
20190810,32,27,37,0,62
20190811,30,26,36,0,108
20190813,29,25,35,0,37
20190814,30,26,36,0,52
20190815,26,24,29,0,66
20190816,26,23,30,0,54
20190817,26,23,29,0,105
20190818,26,23,31,0,153
20190820,28,23,33,0,32
20190821,27,24,30,0,73
20190822,27,23,31,0,55
20190823,26,23,31,0,99
20190824,24,22,27,0,163
20190825,25,20,30,0,216
20190827,26,22,29,0,60
20190828,26,24,30,0,129
20190829,23,20,26,0,41
20190830,23,20,27,0,102
20190831,24,19,29,0,144
20190901,24,19,28,0,128
20190903,24,22,28,0,149
20190904,23,21,26,0,15
20190905,23,22,28,0,42
20190906,25,22,29,0,37
20190907,26,23,30,0,9
20190908,25,23,27,0,139
20190910,24,22,27,0,38
20190911,24,20,29,0,90
20190912,21,19,23,0,132
20190913,23,18,29,0,438
20190914,22,21,24,0,304
20190915,24,20,30,0,273
20190917,24,18,29,0,159
20190918,21,16,25,0,228
20190919,20,14,26,0,343
20190920,20,16,24,0,133
20190921,20,18,22,0,137
20190922,19,17,20,0,64
20190924,20,14,27,0,104
20190925,21,15,27,0,99
20190926,23,18,29,0,185
20190927,23,20,27,0,185
20190928,24,19,29,0,179
20190929,23,18,29,0,176
20191001,23,18,28,0,104
20191002,22,20,24,0,25
20191003,22,20,27,0,163
20191004,22,18,28,0,108
20191005,19,15,22,0,153
20191006,18,13,23,0,187
20191008,15,11,20,0,114
20191009,14,8,20,0,303
20191010,15,11,20,0,79
20191011,19,13,26,0,138
20191012,18,13,23,0,167
20191013,17,12,24,0,219
20191015,15,9,20,0,93
20191016,15,9,21,0,60
20191017,15,11,22,0,148
20191018,17,12,23,0,200
20191019,17,12,23,0,183
20191020,17,12,23,0,185
20191022,18,13,24,0,116
20191023,17,14,21,0,67
20191024,18,15,24,0,132
20191025,17,13,22,0,76
20191026,10,7,15,0,197
20191027,11,5,17,0,189
20191029,13,8,18,0,105
20191030,11,5,18,0,127
20191031,15,8,20,0,174
20191101,15,11,21,0,75
20191102,14,8,19,0,166
20191103,15,9,22,0,188
20191105,12,8,18,0,143
20191106,11,6,17,0,92
20191107,9,5,14,0,174
20191108,7,1,13,0,101
20191109,10,4,17,0,206
20191110,10,6,15,0,235
20191112,9,5,15,0,216
